jobsat,ai_use,remote3,country,workexp,devgroup,yourchoice,year
5.0,1.0,Hybrid,United States of America,20.0,Developer,0,2024
3.0,1.0,Remote,United States of America,9.0,Developer,0,2024
5.0,1.0,Hybrid,Egypt,0.0,Developer,0,2024
7.0,1.0,Hybrid,United States of America,31.0,Developer,0,2024
6.0,1.0,Remote,Nigeria,5.0,Developer,0,2024
8.0,1.0,In-person,United Kingdom of Great Britain and Northern Ireland,21.0,Developer,0,2024
9.0,1.0,Hybrid,Ukraine,3.0,Developer,0,2024
8.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,5.0,Developer,0,2024
10.0,0.0,Hybrid,Indonesia,11.0,Developer,0,2024
0.0,1.0,In-person,United States of America,12.0,Developer,0,2024
7.0,1.0,Hybrid,Indonesia,2.0,Developer,0,2024
8.0,1.0,Hybrid,United States of America,14.0,Developer,0,2024
9.0,1.0,In-person,Taiwan,9.0,Developer,0,2024
9.0,1.0,Hybrid,Belgium,0.0,Developer,0,2024
5.0,0.0,Hybrid,Germany,40.0,Developer,0,2024
6.0,0.0,Remote,Romania,4.0,Developer,0,2024
9.0,0.0,Hybrid,United States of America,5.0,Developer,0,2024
5.0,0.0,Hybrid,Canada,25.0,Other,0,2024
8.0,0.0,Remote,United States of America,19.0,Developer,0,2024
8.0,1.0,Hybrid,Australia,5.0,Developer,0,2024
7.0,1.0,Hybrid,India,7.0,Developer,0,2024
7.0,0.0,In-person,Mexico,27.0,Developer,0,2024
8.0,1.0,Remote,United States of America,4.0,Developer,0,2024
8.0,1.0,Hybrid,United States of America,6.0,Developer,0,2024
7.0,0.0,Remote,Australia,18.0,Developer,0,2024
4.0,1.0,Hybrid,Russian Federation,5.0,Developer,0,2024
8.0,1.0,Hybrid,United States of America,34.0,Developer,0,2024
7.0,1.0,In-person,Viet Nam,3.0,Developer,0,2024
9.0,1.0,Remote,Romania,15.0,Developer,0,2024
7.0,1.0,Remote,Australia,20.0,Developer,0,2024
7.0,1.0,In-person,China,12.0,DevOps/Infra,0,2024
5.0,1.0,Remote,United States of America,8.0,Developer,0,2024
6.0,0.0,Hybrid,Australia,5.0,Developer,0,2024
6.0,1.0,Hybrid,United States of America,10.0,Manager,0,2024
7.0,1.0,Hybrid,Taiwan,9.0,Developer,0,2024
7.0,1.0,Remote,United States of America,8.0,Developer,0,2024
4.0,1.0,Remote,Canada,16.0,Developer,0,2024
8.0,0.0,Remote,Turkey,2.0,Developer,0,2024
6.0,1.0,Hybrid,Canada,11.0,Research,0,2024
4.0,0.0,In-person,New Zealand,9.0,Research,0,2024
8.0,1.0,Remote,Colombia,12.0,Developer,0,2024
6.0,1.0,Hybrid,United States of America,5.0,DevOps/Infra,0,2024
6.0,0.0,Hybrid,United States of America,24.0,Data/ML,0,2024
9.0,0.0,Remote,Bulgaria,30.0,Other,0,2024
5.0,0.0,Remote,Canada,4.0,Developer,0,2024
9.0,0.0,Hybrid,United States of America,12.0,Developer,0,2024
8.0,0.0,Hybrid,United States of America,15.0,Developer,0,2024
7.0,1.0,In-person,China,7.0,Developer,0,2024
10.0,0.0,Hybrid,Canada,13.0,Developer,0,2024
7.0,1.0,Hybrid,Indonesia,8.0,Developer,0,2024
9.0,0.0,Hybrid,Canada,1.0,Developer,0,2024
8.0,1.0,Remote,Canada,10.0,Developer,0,2024
6.0,1.0,Hybrid,Canada,20.0,Other,0,2024
8.0,0.0,Hybrid,Canada,8.0,Developer,0,2024
10.0,1.0,Remote,Mexico,8.0,Developer,0,2024
9.0,0.0,Remote,United States of America,40.0,Developer,0,2024
8.0,1.0,In-person,Viet Nam,5.0,Developer,0,2024
8.0,0.0,In-person,United States of America,13.0,Developer,0,2024
6.0,1.0,Remote,Canada,10.0,Developer,0,2024
7.0,1.0,Remote,Australia,4.0,Developer,0,2024
3.0,1.0,Remote,Ukraine,4.0,Other,0,2024
7.0,0.0,Hybrid,Australia,25.0,Developer,0,2024
8.0,1.0,Hybrid,New Zealand,4.0,Developer,0,2024
10.0,1.0,Remote,United States of America,14.0,Developer,0,2024
9.0,1.0,Remote,Canada,15.0,Developer,0,2024
8.0,0.0,In-person,United States of America,35.0,Developer,0,2024
4.0,1.0,Hybrid,Australia,13.0,Developer,0,2024
10.0,1.0,Hybrid,Romania,3.0,Developer,0,2024
8.0,1.0,In-person,New Zealand,3.0,Developer,0,2024
7.0,1.0,Remote,Australia,6.0,Developer,0,2024
7.0,1.0,Hybrid,Viet Nam,3.0,Developer,0,2024
8.0,1.0,Hybrid,United States of America,8.0,Manager,0,2024
7.0,0.0,Hybrid,India,20.0,Developer,0,2024
2.0,1.0,Hybrid,South Africa,6.0,Developer,0,2024
7.0,1.0,In-person,Indonesia,7.0,Developer,0,2024
5.0,1.0,Remote,Ukraine,13.0,Developer,0,2024
10.0,0.0,Hybrid,Viet Nam,2.0,Developer,0,2024
8.0,1.0,In-person,Bangladesh,4.0,Developer,0,2024
6.0,1.0,In-person,China,7.0,Developer,0,2024
7.0,1.0,Remote,United States of America,24.0,Developer,0,2024
0.0,1.0,In-person,India,0.0,Developer,0,2024
9.0,1.0,Hybrid,India,6.0,Developer,0,2024
6.0,1.0,Hybrid,India,2.0,Developer,0,2024
8.0,1.0,In-person,Indonesia,3.0,Developer,0,2024
9.0,0.0,Hybrid,India,8.0,Developer,0,2024
8.0,1.0,Hybrid,Germany,2.0,Developer,0,2024
2.0,0.0,Remote,United States of America,11.0,Data/ML,0,2024
7.0,1.0,Hybrid,Pakistan,3.0,Developer,0,2024
8.0,1.0,Remote,Canada,13.0,Developer,0,2024
7.0,1.0,Remote,United States of America,26.0,Developer,0,2024
8.0,1.0,Remote,Brazil,7.0,Developer,0,2024
10.0,0.0,In-person,India,1.0,Other,0,2024
8.0,0.0,In-person,United States of America,12.0,Developer,0,2024
10.0,1.0,Remote,Egypt,1.0,Other,0,2024
6.0,0.0,Hybrid,Australia,20.0,Developer,0,2024
10.0,0.0,Remote,France,36.0,DevOps/Infra,0,2024
8.0,1.0,Remote,Ukraine,13.0,Developer,0,2024
7.0,1.0,In-person,Ukraine,3.0,Developer,0,2024
9.0,1.0,Hybrid,Germany,12.0,Research,0,2024
8.0,1.0,In-person,India,3.0,Developer,0,2024
5.0,1.0,Hybrid,India,8.0,Developer,0,2024
7.0,1.0,In-person,Pakistan,2.0,Developer,0,2024
6.0,1.0,Remote,India,20.0,Developer,0,2024
8.0,1.0,In-person,India,2.0,Data/ML,0,2024
8.0,0.0,Hybrid,Israel,26.0,Developer,0,2024
3.0,0.0,In-person,Russian Federation,4.0,Developer,0,2024
8.0,1.0,In-person,India,2.0,Developer,0,2024
3.0,1.0,In-person,India,2.0,Developer,0,2024
9.0,0.0,Remote,India,7.0,Developer,0,2024
9.0,1.0,Remote,Ukraine,6.0,Developer,0,2024
7.0,1.0,Remote,United States of America,20.0,Developer,0,2024
10.0,0.0,Hybrid,India,4.0,Other,0,2024
8.0,0.0,Hybrid,India,3.0,Developer,0,2024
7.0,1.0,Hybrid,Switzerland,12.0,Developer,0,2024
2.0,1.0,Remote,Ukraine,1.0,Developer,0,2024
8.0,0.0,Hybrid,Netherlands,6.0,Data/ML,0,2024
8.0,0.0,Hybrid,Czech Republic,3.0,Developer,0,2024
7.0,0.0,Hybrid,Finland,18.0,Developer,0,2024
7.0,0.0,Remote,United States of America,1.0,Developer,0,2024
6.0,1.0,Hybrid,Switzerland,26.0,Developer,0,2024
3.0,0.0,In-person,India,0.0,Developer,0,2024
10.0,0.0,Remote,United States of America,40.0,Developer,0,2024
9.0,0.0,Remote,Indonesia,7.0,Developer,0,2024
7.0,0.0,Hybrid,Germany,3.0,Research,0,2024
3.0,1.0,In-person,India,1.0,Developer,0,2024
7.0,0.0,Hybrid,India,12.0,Developer,0,2024
8.0,0.0,Remote,United States of America,15.0,Developer,0,2024
7.0,0.0,Hybrid,India,4.0,Developer,0,2024
4.0,1.0,In-person,Italy,1.0,Developer,0,2024
8.0,0.0,Hybrid,Germany,29.0,Developer,0,2024
10.0,1.0,Hybrid,France,14.0,Developer,0,2024
7.0,1.0,Remote,Poland,9.0,Developer,0,2024
6.0,1.0,Hybrid,Germany,14.0,Developer,0,2024
8.0,1.0,Hybrid,Germany,4.0,Research,0,2024
6.0,1.0,Remote,Greece,7.0,Developer,0,2024
6.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,12.0,Research,0,2024
7.0,1.0,Hybrid,France,7.0,Developer,0,2024
9.0,1.0,Remote,Australia,30.0,Other,0,2024
3.0,1.0,Hybrid,Czech Republic,12.0,Manager,0,2024
10.0,1.0,Remote,Brazil,22.0,Developer,0,2024
8.0,1.0,Hybrid,Ukraine,20.0,Developer,0,2024
5.0,1.0,In-person,China,4.0,Developer,0,2024
10.0,1.0,Remote,Viet Nam,10.0,Developer,0,2024
7.0,0.0,Hybrid,Germany,7.0,Developer,0,2024
7.0,1.0,Hybrid,Finland,12.0,Developer,0,2024
8.0,0.0,In-person,United States of America,15.0,Other,0,2024
7.0,0.0,Hybrid,India,6.0,Developer,0,2024
9.0,1.0,In-person,Pakistan,4.0,Developer,0,2024
8.0,1.0,Hybrid,Germany,4.0,Developer,0,2024
8.0,1.0,Hybrid,Italy,4.0,DevOps/Infra,0,2024
7.0,1.0,Remote,Ukraine,11.0,Developer,0,2024
10.0,1.0,In-person,India,4.0,Developer,0,2024
1.0,1.0,In-person,India,1.0,Developer,0,2024
6.0,1.0,In-person,Lithuania,2.0,Developer,0,2024
7.0,1.0,Hybrid,United States of America,27.0,Developer,0,2024
8.0,0.0,Hybrid,India,4.0,Data/ML,0,2024
5.0,1.0,Remote,Greece,4.0,Other,0,2024
6.0,1.0,Hybrid,Germany,5.0,Developer,0,2024
8.0,1.0,In-person,Poland,21.0,Developer,0,2024
8.0,0.0,Hybrid,Austria,2.0,Developer,0,2024
4.0,0.0,Hybrid,Italy,20.0,Other,0,2024
9.0,1.0,Hybrid,Belgium,5.0,Developer,0,2024
6.0,0.0,Hybrid,Indonesia,9.0,Developer,0,2024
7.0,1.0,In-person,Spain,2.0,Developer,0,2024
6.0,1.0,In-person,Bangladesh,5.0,Developer,0,2024
7.0,1.0,In-person,China,4.0,Developer,0,2024
8.0,1.0,Remote,Russian Federation,5.0,Developer,0,2024
8.0,0.0,Hybrid,Pakistan,5.0,Developer,0,2024
3.0,1.0,In-person,Ukraine,2.0,Developer,0,2024
7.0,0.0,Hybrid,Germany,15.0,Other,0,2024
5.0,0.0,In-person,Austria,1.0,Developer,0,2024
7.0,0.0,In-person,Pakistan,4.0,Developer,0,2024
7.0,0.0,In-person,Germany,7.0,Developer,0,2024
8.0,1.0,In-person,China,5.0,Developer,0,2024
5.0,1.0,Hybrid,Switzerland,17.0,Manager,0,2024
6.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,15.0,Data/ML,0,2024
2.0,0.0,In-person,India,1.0,Developer,0,2024
8.0,1.0,Remote,India,1.0,Developer,0,2024
6.0,0.0,In-person,India,4.0,Developer,0,2024
8.0,0.0,Hybrid,Germany,13.0,Research,0,2024
6.0,0.0,Remote,Ukraine,3.0,Developer,0,2024
6.0,0.0,Hybrid,Greece,5.0,Developer,0,2024
6.0,0.0,Remote,Ukraine,3.0,Developer,0,2024
8.0,0.0,Remote,"Iran, Islamic Republic of...",10.0,DevOps/Infra,0,2024
9.0,1.0,In-person,Switzerland,13.0,Developer,0,2024
5.0,1.0,In-person,Romania,3.0,Developer,0,2024
7.0,1.0,In-person,Sweden,10.0,Research,0,2024
6.0,1.0,Remote,Italy,35.0,Manager,0,2024
10.0,0.0,In-person,India,1.0,Developer,0,2024
6.0,1.0,Hybrid,Poland,15.0,Developer,0,2024
6.0,0.0,Remote,United States of America,20.0,Developer,0,2024
8.0,1.0,Hybrid,Ukraine,7.0,Developer,0,2024
10.0,1.0,Remote,United States of America,28.0,Data/ML,0,2024
6.0,1.0,Hybrid,France,1.0,Developer,0,2024
7.0,0.0,Hybrid,Germany,10.0,Developer,0,2024
7.0,1.0,Hybrid,Germany,7.0,Developer,0,2024
9.0,1.0,Remote,Ukraine,6.0,Developer,0,2024
6.0,1.0,Hybrid,Denmark,4.0,Developer,0,2024
7.0,1.0,In-person,Romania,3.0,Developer,0,2024
7.0,1.0,Remote,Serbia,7.0,Developer,0,2024
0.0,0.0,Hybrid,Nigeria,4.0,Other,0,2024
8.0,0.0,In-person,France,3.0,Developer,0,2024
7.0,1.0,In-person,Germany,6.0,Developer,0,2024
8.0,1.0,Hybrid,Sweden,6.0,Developer,0,2024
8.0,1.0,Hybrid,Lithuania,7.0,Data/ML,0,2024
3.0,0.0,Hybrid,Greece,5.0,Developer,0,2024
10.0,0.0,In-person,Pakistan,2.0,Developer,0,2024
10.0,1.0,Hybrid,Belgium,5.0,Developer,0,2024
8.0,1.0,Hybrid,Germany,6.0,Developer,0,2024
6.0,0.0,In-person,India,3.0,Developer,0,2024
4.0,1.0,Hybrid,France,2.0,Developer,0,2024
6.0,1.0,Hybrid,France,4.0,Developer,0,2024
8.0,0.0,Remote,Ukraine,8.0,Developer,0,2024
8.0,0.0,Hybrid,Italy,9.0,Developer,0,2024
6.0,1.0,Hybrid,France,5.0,Developer,0,2024
8.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,6.0,Developer,0,2024
2.0,0.0,In-person,Japan,14.0,Developer,0,2024
8.0,1.0,Hybrid,Germany,2.0,Developer,0,2024
7.0,1.0,In-person,Germany,25.0,Developer,0,2024
9.0,1.0,Remote,United States of America,12.0,Developer,0,2024
9.0,1.0,In-person,Pakistan,10.0,Developer,0,2024
10.0,0.0,Remote,Greece,3.0,Developer,0,2024
8.0,0.0,Hybrid,France,27.0,Other,0,2024
5.0,1.0,In-person,India,14.0,Data/ML,0,2024
9.0,0.0,Hybrid,Germany,25.0,Other,0,2024
2.0,1.0,Hybrid,France,3.0,Developer,0,2024
8.0,0.0,Remote,Lithuania,5.0,Developer,0,2024
7.0,0.0,Remote,Czech Republic,10.0,Developer,0,2024
3.0,1.0,Hybrid,Germany,6.0,Developer,0,2024
9.0,1.0,Hybrid,Greece,0.0,Data/ML,0,2024
8.0,1.0,Hybrid,Switzerland,17.0,Data/ML,0,2024
7.0,1.0,Remote,New Zealand,20.0,Developer,0,2024
8.0,0.0,Hybrid,Germany,6.0,Research,0,2024
8.0,1.0,Remote,Germany,21.0,DevOps/Infra,0,2024
8.0,0.0,Remote,France,5.0,Developer,0,2024
7.0,1.0,Remote,India,3.0,Developer,0,2024
8.0,0.0,Remote,Australia,16.0,Developer,0,2024
7.0,1.0,Remote,Turkey,4.0,Other,0,2024
7.0,0.0,Remote,France,31.0,Developer,0,2024
8.0,1.0,Hybrid,Greece,1.0,Data/ML,0,2024
8.0,1.0,Hybrid,Ukraine,2.0,Developer,0,2024
7.0,1.0,Hybrid,France,4.0,Developer,0,2024
2.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,45.0,Developer,0,2024
8.0,1.0,Remote,Ukraine,2.0,Developer,0,2024
10.0,1.0,Remote,Italy,6.0,DevOps/Infra,0,2024
9.0,0.0,Hybrid,Slovakia,1.0,Developer,0,2024
7.0,0.0,In-person,Hungary,2.0,Developer,0,2024
7.0,1.0,Hybrid,Netherlands,12.0,Manager,0,2024
10.0,0.0,Hybrid,Germany,7.0,Developer,0,2024
8.0,1.0,Hybrid,Israel,5.0,Developer,0,2024
6.0,1.0,Remote,Turkey,4.0,Developer,0,2024
7.0,1.0,In-person,India,2.0,Other,0,2024
8.0,1.0,Remote,Spain,12.0,Developer,0,2024
8.0,0.0,Remote,Romania,7.0,Developer,0,2024
7.0,0.0,Remote,Russian Federation,15.0,Developer,0,2024
6.0,1.0,Remote,Germany,15.0,Manager,0,2024
7.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,19.0,Developer,0,2024
7.0,0.0,Hybrid,France,9.0,Developer,0,2024
8.0,0.0,Hybrid,Germany,5.0,Developer,0,2024
8.0,1.0,Remote,Germany,12.0,Developer,0,2024
9.0,1.0,Hybrid,Italy,7.0,Developer,0,2024
6.0,1.0,Hybrid,Netherlands,7.0,Developer,0,2024
5.0,1.0,In-person,Viet Nam,3.0,Developer,0,2024
9.0,1.0,Remote,Australia,25.0,Developer,0,2024
8.0,0.0,Hybrid,Netherlands,5.0,Developer,0,2024
8.0,1.0,Remote,Italy,13.0,Developer,0,2024
8.0,1.0,Hybrid,Romania,18.0,Developer,0,2024
8.0,1.0,Remote,Taiwan,3.0,Developer,0,2024
9.0,1.0,Hybrid,Germany,3.0,Developer,0,2024
0.0,1.0,In-person,Greece,9.0,Developer,0,2024
4.0,0.0,Hybrid,Belgium,4.0,Developer,0,2024
8.0,1.0,Remote,Czech Republic,14.0,Developer,0,2024
7.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,33.0,Developer,0,2024
9.0,0.0,Hybrid,India,6.0,Developer,0,2024
8.0,1.0,Hybrid,Norway,7.0,Data/ML,0,2024
6.0,0.0,Remote,Ukraine,6.0,Developer,0,2024
8.0,1.0,Remote,Spain,26.0,Developer,0,2024
7.0,0.0,Remote,Turkey,24.0,Developer,0,2024
7.0,1.0,Hybrid,Portugal,2.0,Developer,0,2024
7.0,0.0,Hybrid,Austria,1.0,Developer,0,2024
8.0,1.0,Hybrid,Italy,3.0,Research,0,2024
9.0,1.0,Remote,Hungary,15.0,Manager,0,2024
10.0,1.0,Remote,Ukraine,9.0,Developer,0,2024
6.0,1.0,Hybrid,Egypt,5.0,Developer,0,2024
8.0,1.0,Remote,Ukraine,8.0,Developer,0,2024
8.0,0.0,Hybrid,Denmark,5.0,Developer,0,2024
7.0,0.0,In-person,Bangladesh,2.0,Developer,0,2024
8.0,0.0,Hybrid,Germany,2.0,Developer,0,2024
9.0,0.0,Remote,Austria,8.0,Developer,0,2024
5.0,1.0,Remote,India,2.0,Developer,0,2024
5.0,1.0,Hybrid,Sweden,14.0,Developer,0,2024
10.0,1.0,Hybrid,Germany,3.0,Data/ML,0,2024
1.0,1.0,Hybrid,Germany,26.0,Developer,0,2024
8.0,1.0,In-person,Pakistan,3.0,Developer,0,2024
8.0,0.0,Remote,Spain,30.0,Research,0,2024
7.0,1.0,In-person,Pakistan,9.0,Developer,0,2024
6.0,0.0,Hybrid,Russian Federation,13.0,Developer,0,2024
6.0,1.0,In-person,India,2.0,Developer,0,2024
7.0,1.0,Hybrid,Taiwan,1.0,Developer,0,2024
7.0,1.0,Remote,Finland,8.0,Developer,0,2024
6.0,1.0,Remote,Romania,20.0,Developer,0,2024
5.0,1.0,In-person,New Zealand,5.0,Other,0,2024
10.0,0.0,Remote,Bangladesh,7.0,Developer,0,2024
9.0,0.0,Hybrid,Romania,20.0,Developer,0,2024
1.0,1.0,In-person,India,8.0,Developer,0,2024
6.0,1.0,Hybrid,Norway,7.0,Developer,0,2024
7.0,0.0,In-person,France,2.0,Developer,0,2024
9.0,1.0,Hybrid,Switzerland,3.0,Developer,0,2024
7.0,0.0,In-person,India,10.0,Developer,0,2024
9.0,0.0,Hybrid,India,9.0,Developer,0,2024
7.0,1.0,In-person,Germany,7.0,Developer,0,2024
5.0,1.0,Hybrid,Netherlands,2.0,Developer,0,2024
7.0,0.0,In-person,Viet Nam,6.0,Developer,0,2024
7.0,1.0,Remote,India,5.0,Data/ML,0,2024
7.0,0.0,Hybrid,France,2.0,Developer,0,2024
6.0,1.0,In-person,Taiwan,6.0,Developer,0,2024
5.0,1.0,Hybrid,Germany,4.0,Developer,0,2024
6.0,1.0,In-person,India,1.0,Developer,0,2024
8.0,0.0,Hybrid,Norway,12.0,Developer,0,2024
9.0,0.0,Hybrid,Ukraine,12.0,Developer,0,2024
6.0,0.0,Hybrid,Egypt,3.0,Developer,0,2024
6.0,1.0,Hybrid,Switzerland,9.0,Developer,0,2024
2.0,0.0,Hybrid,Germany,7.0,Developer,0,2024
3.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,20.0,Developer,0,2024
8.0,0.0,In-person,Germany,10.0,Manager,0,2024
6.0,1.0,Hybrid,Italy,1.0,Developer,0,2024
6.0,0.0,Remote,Italy,2.0,Developer,0,2024
9.0,1.0,Remote,Germany,12.0,Research,0,2024
8.0,1.0,Hybrid,Spain,7.0,Data/ML,0,2024
8.0,0.0,Remote,Ukraine,6.0,Developer,0,2024
7.0,1.0,Remote,France,6.0,Developer,0,2024
8.0,0.0,Remote,Poland,3.0,Other,0,2024
6.0,0.0,Remote,Russian Federation,11.0,Developer,0,2024
7.0,0.0,In-person,United Kingdom of Great Britain and Northern Ireland,5.0,Developer,0,2024
3.0,0.0,Remote,Germany,12.0,Developer,0,2024
8.0,0.0,Remote,Poland,8.0,Developer,0,2024
6.0,1.0,In-person,France,1.0,Developer,0,2024
8.0,1.0,Hybrid,Germany,3.0,Developer,0,2024
7.0,1.0,In-person,India,10.0,Developer,0,2024
4.0,1.0,Hybrid,Spain,8.0,Manager,0,2024
10.0,0.0,Hybrid,India,4.0,Developer,0,2024
7.0,0.0,Hybrid,France,5.0,Developer,0,2024
8.0,0.0,Hybrid,India,1.0,Developer,0,2024
7.0,1.0,Remote,"Iran, Islamic Republic of...",8.0,Developer,0,2024
4.0,0.0,Remote,Italy,5.0,Developer,0,2024
7.0,1.0,In-person,Pakistan,9.0,Developer,0,2024
8.0,1.0,Hybrid,Germany,3.0,Developer,0,2024
3.0,0.0,In-person,Germany,3.0,Developer,0,2024
9.0,0.0,Remote,Spain,13.0,Developer,0,2024
10.0,0.0,Remote,France,4.0,Developer,0,2024
7.0,1.0,Hybrid,Norway,1.0,Developer,0,2024
2.0,1.0,Hybrid,Switzerland,6.0,Developer,0,2024
7.0,1.0,Hybrid,Finland,25.0,Developer,0,2024
7.0,1.0,Remote,Germany,5.0,Developer,0,2024
4.0,1.0,Hybrid,Switzerland,3.0,Developer,0,2024
9.0,0.0,Hybrid,Germany,8.0,Developer,0,2024
5.0,1.0,In-person,Bangladesh,4.0,Developer,0,2024
7.0,0.0,Hybrid,Hungary,14.0,Developer,0,2024
7.0,1.0,Remote,Ukraine,4.0,Developer,0,2024
7.0,0.0,In-person,Germany,45.0,Developer,0,2024
8.0,1.0,In-person,India,2.0,Developer,0,2024
8.0,0.0,In-person,Portugal,6.0,Developer,0,2024
10.0,0.0,Remote,India,3.0,Developer,0,2024
8.0,1.0,In-person,India,5.0,Developer,0,2024
7.0,1.0,Hybrid,Netherlands,7.0,Developer,0,2024
7.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,42.0,Manager,0,2024
8.0,0.0,Hybrid,"Iran, Islamic Republic of...",8.0,DevOps/Infra,0,2024
6.0,0.0,Hybrid,Ireland,17.0,Developer,0,2024
7.0,1.0,Remote,Ukraine,10.0,Developer,0,2024
10.0,1.0,Remote,Brazil,7.0,Developer,0,2024
9.0,0.0,Remote,Italy,25.0,Developer,0,2024
7.0,1.0,In-person,Italy,26.0,Other,0,2024
6.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,30.0,Developer,0,2024
7.0,0.0,Hybrid,Germany,2.0,Developer,0,2024
4.0,1.0,In-person,Bangladesh,2.0,Developer,0,2024
7.0,1.0,In-person,India,0.0,Developer,0,2024
7.0,1.0,Remote,Ukraine,9.0,Developer,0,2024
5.0,0.0,In-person,Bulgaria,20.0,Developer,0,2024
8.0,1.0,Hybrid,Bulgaria,8.0,Other,0,2024
8.0,1.0,In-person,United Kingdom of Great Britain and Northern Ireland,2.0,Developer,0,2024
7.0,0.0,Hybrid,Germany,30.0,Developer,0,2024
3.0,1.0,Hybrid,Portugal,9.0,Developer,0,2024
3.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,15.0,Data/ML,0,2024
10.0,0.0,Remote,Russian Federation,1.0,Developer,0,2024
9.0,1.0,Remote,United States of America,30.0,Developer,0,2024
9.0,1.0,Remote,India,2.0,Developer,0,2024
7.0,1.0,In-person,Denmark,17.0,Developer,0,2024
9.0,0.0,Remote,Bulgaria,20.0,Developer,0,2024
4.0,1.0,Hybrid,Viet Nam,5.0,Data/ML,0,2024
5.0,0.0,In-person,Czech Republic,1.0,Research,0,2024
6.0,0.0,In-person,Germany,2.0,Developer,0,2024
8.0,0.0,Remote,Ireland,15.0,Developer,0,2024
9.0,1.0,Hybrid,Bangladesh,2.0,Developer,0,2024
0.0,1.0,In-person,United States of America,1.0,Other,0,2024
7.0,1.0,Hybrid,India,10.0,Developer,0,2024
7.0,1.0,In-person,Viet Nam,3.0,Developer,0,2024
8.0,1.0,Hybrid,India,6.0,Developer,0,2024
8.0,1.0,In-person,Hungary,30.0,Other,0,2024
10.0,0.0,Hybrid,United States of America,16.0,Developer,0,2024
3.0,1.0,In-person,India,3.0,Developer,0,2024
8.0,1.0,Hybrid,Norway,2.0,Developer,0,2024
7.0,1.0,In-person,Pakistan,6.0,Developer,0,2024
8.0,0.0,Hybrid,Portugal,9.0,Developer,0,2024
8.0,0.0,Hybrid,Germany,7.0,Other,0,2024
5.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,11.0,Data/ML,0,2024
2.0,1.0,Hybrid,Netherlands,3.0,Developer,0,2024
7.0,1.0,Hybrid,Germany,5.0,Data/ML,0,2024
8.0,0.0,In-person,United Kingdom of Great Britain and Northern Ireland,15.0,Developer,0,2024
8.0,0.0,Hybrid,Switzerland,17.0,Developer,0,2024
7.0,1.0,Remote,Russian Federation,5.0,Developer,0,2024
8.0,0.0,Hybrid,Germany,1.0,Research,0,2024
8.0,1.0,In-person,India,5.0,Data/ML,0,2024
8.0,1.0,In-person,United Kingdom of Great Britain and Northern Ireland,11.0,Manager,0,2024
5.0,0.0,In-person,India,3.0,Other,0,2024
7.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,4.0,Developer,0,2024
5.0,0.0,Remote,Sweden,16.0,Developer,0,2024
6.0,1.0,Hybrid,Netherlands,10.0,Developer,0,2024
7.0,0.0,Hybrid,Russian Federation,7.0,Developer,0,2024
8.0,0.0,Hybrid,Australia,26.0,Manager,0,2024
7.0,1.0,Remote,Germany,25.0,Data/ML,0,2024
8.0,0.0,Remote,United States of America,24.0,Developer,0,2024
7.0,1.0,In-person,Russian Federation,2.0,Developer,0,2024
6.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,6.0,DevOps/Infra,0,2024
8.0,1.0,Hybrid,New Zealand,1.0,Developer,0,2024
7.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,23.0,Developer,0,2024
8.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,10.0,Developer,0,2024
2.0,0.0,Hybrid,Poland,32.0,Developer,0,2024
8.0,1.0,Hybrid,Czech Republic,8.0,Developer,0,2024
6.0,1.0,Hybrid,Belgium,4.0,Developer,0,2024
6.0,1.0,Remote,India,1.0,Data/ML,0,2024
3.0,1.0,Hybrid,Germany,5.0,DevOps/Infra,0,2024
4.0,0.0,Hybrid,Austria,17.0,Developer,0,2024
7.0,0.0,Hybrid,Australia,21.0,Developer,0,2024
8.0,1.0,Hybrid,Greece,10.0,Developer,0,2024
7.0,1.0,Remote,Taiwan,3.0,Student,0,2024
5.0,0.0,Remote,Spain,18.0,DevOps/Infra,0,2024
4.0,1.0,Hybrid,Italy,18.0,Research,0,2024
8.0,1.0,Hybrid,Israel,4.0,Developer,0,2024
7.0,0.0,Hybrid,Italy,8.0,Developer,0,2024
4.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,7.0,Developer,0,2024
7.0,1.0,Hybrid,Italy,13.0,Developer,0,2024
7.0,0.0,Remote,Austria,19.0,Developer,0,2024
8.0,0.0,In-person,Germany,24.0,Research,0,2024
6.0,1.0,Remote,Spain,7.0,Developer,0,2024
7.0,0.0,Hybrid,Germany,18.0,Developer,0,2024
